web-scraper-order,web-scraper-start-url,IATA,ICAO,Airline,Call sign,Country_Region,Comments
"1733246192-3277","https://en.wikipedia.org/wiki/List_of_airline_codes","","CIC","ICC Canada","AIR TRADER","Canada",""
"1733246192-3278","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICJ","Icejet","ICEJET","Iceland",""
"1733246192-3279","https://en.wikipedia.org/wiki/List_of_airline_codes","HC","","Iceland Express","","Iceland","defunct"
"1733246192-3280","https://en.wikipedia.org/wiki/List_of_airline_codes","FI","ICE","Icelandair","ICEAIR","Iceland",""
"1733246192-3281","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICG","Icelandic Coast Guard","ICELAND COAST","Iceland",""
"1733246192-3282","https://en.wikipedia.org/wiki/List_of_airline_codes","","RAC","Icar Air","TUZLA AIR","Bosnia and Herzegovina",""
"1733246192-3283","https://en.wikipedia.org/wiki/List_of_airline_codes","","FRC","Icare Franche Compte","FRANCHE COMPTE","France",""
"1733246192-3284","https://en.wikipedia.org/wiki/List_of_airline_codes","","IFM","Ifly","ICOPTER","Greece",""
"1733246192-3285","https://en.wikipedia.org/wiki/List_of_airline_codes","","IKR","Ikaros DK","IKAROS","Denmark",""
"1733246192-3286","https://en.wikipedia.org/wiki/List_of_airline_codes","","CIO","Il Ciocco International Travel Service","CIOCCO","Italy",""
"1733246192-3287","https://en.wikipedia.org/wiki/List_of_airline_codes","","ILV","Il-Avia","ILAVIA","Russia",""
"1733246192-3288","https://en.wikipedia.org/wiki/List_of_airline_codes","","IDL","Ildefonso Redriguez","ILDEFONSO","Mexico",""
"1733246192-3289","https://en.wikipedia.org/wiki/List_of_airline_codes","V8","IAR","Iliamna Air Taxi","ILIAMNA AIR","United States",""
"1733246192-3290","https://en.wikipedia.org/wiki/List_of_airline_codes","","ILP","Ilpo Aruba Cargo","","Aruba",""
"1733246192-3291","https://en.wikipedia.org/wiki/List_of_airline_codes","","ILL","Ilyich-Avia","ILYICHAVIA","Ukraine",""
"1733246192-3292","https://en.wikipedia.org/wiki/List_of_airline_codes","","IMR","Imaer","IMAER","Portugal",""
"1733246192-3293","https://en.wikipedia.org/wiki/List_of_airline_codes","","ITX","Imair Airlines","IMPROTEX","Azerbaijan",""
"1733246192-3294","https://en.wikipedia.org/wiki/List_of_airline_codes","","PNX","Imperial Airways","PHOENIX","United States","ICAO code in use by another company, call sign no longer allocated"
"1733246192-3295","https://en.wikipedia.org/wiki/List_of_airline_codes","","IMG","Imperial Cargo Airlines","IMPERIAL AIRLINES","Ghana",""
"1733246192-3296","https://en.wikipedia.org/wiki/List_of_airline_codes","","IMT","Imtrec Aviation","IMTREC","Cambodia",""
"1733246192-3297","https://en.wikipedia.org/wiki/List_of_airline_codes","DH","IDE","Independence Air","INDEPENDENCE AIR","United States","defunct"
"1733246192-3298","https://en.wikipedia.org/wiki/List_of_airline_codes","","IDP","Independent Air Freighters","INDEPENDENT","Australia",""
"1733246192-3299","https://en.wikipedia.org/wiki/List_of_airline_codes","I7","IOA","IndiaOne Air","INDIA FIRST","India",""
"1733246192-3300","https://en.wikipedia.org/wiki/List_of_airline_codes","6E","IGO","IndiGo","IFLY","India","InterGlobe Aviation"
"1733246192-3301","https://en.wikipedia.org/wiki/List_of_airline_codes","","IIL","India International Airways","INDIA INTER","India",""
"1733246192-3302","https://en.wikipedia.org/wiki/List_of_airline_codes","","IFC","Indian Air Force","INDIAN AIRFORCE","India",""
"1733246192-3303","https://en.wikipedia.org/wiki/List_of_airline_codes","IC","IAC","Indian Airlines","INDAIR","India",""
"1733246192-3304","https://en.wikipedia.org/wiki/List_of_airline_codes","","IDR","Indicator Company","INDICATOR","Hungary",""
"1733246192-3305","https://en.wikipedia.org/wiki/List_of_airline_codes","I9","IBU","Indigo Airlines","INDIGO BLUE","United States",""
"1733246192-3306","https://en.wikipedia.org/wiki/List_of_airline_codes","VP","AXC","Indochina Airlines","AIRSPUP","Vietnam","defunct"
"1733246192-3307","https://en.wikipedia.org/wiki/List_of_airline_codes","","IDA","Indonesia Air Transport","INTRA","Indonesia",""
"1733246192-3308","https://en.wikipedia.org/wiki/List_of_airline_codes","QZ","AWQ","Indonesia AirAsia","WAGON AIR","Indonesia",""
"1733246192-3309","https://en.wikipedia.org/wiki/List_of_airline_codes","IO","IAA","Indonesian Airlines","INDO LINES","Indonesia",""
"1733246192-3310","https://en.wikipedia.org/wiki/List_of_airline_codes","","IPN","Industri Pesawat Terbang Nusantara","NUSANTARA","Indonesia",""
"1733246192-3311","https://en.wikipedia.org/wiki/List_of_airline_codes","","ITN","Industrias Titan","TITANLUX","Spain",""
"1733246192-3312","https://en.wikipedia.org/wiki/List_of_airline_codes","","FFI","Infinit Air","INFINIT","Spain",""
"1733246192-3313","https://en.wikipedia.org/wiki/List_of_airline_codes","","INS","Inflite The Jet Centre","","United Kingdom",""
"1733246192-3314","https://en.wikipedia.org/wiki/List_of_airline_codes","","IVA","Innotech Aviation","INNOTECH","Canada",""
"1733246192-3315","https://en.wikipedia.org/wiki/List_of_airline_codes","","INC","Insel Air International","INSELAIR","Netherlands Antilles",""
"1733246192-3316","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICC","Institut Cartogràfic de Catalunya","CARTO","Spain",""
"1733246192-3317","https://en.wikipedia.org/wiki/List_of_airline_codes","","INT","Intair","INTAIRCO","Canada",""
"1733246192-3318","https://en.wikipedia.org/wiki/List_of_airline_codes","","INL","Intal Avia","INTAL AVIA","Kyrgyzstan",""
"1733246192-3319","https://en.wikipedia.org/wiki/List_of_airline_codes","","FFL","Intavia Limited","","United Kingdom",""
"1733246192-3320","https://en.wikipedia.org/wiki/List_of_airline_codes","","XRA","Intensive Air","INTENSIVE","South Africa",""
"1733246192-3321","https://en.wikipedia.org/wiki/List_of_airline_codes","","ITW","Inter Air","INTER WINGS","Bulgaria",""
"1733246192-3322","https://en.wikipedia.org/wiki/List_of_airline_codes","","INX","Inter Express","INTER-EURO","Turkey",""
"1733246192-3323","https://en.wikipedia.org/wiki/List_of_airline_codes","","IIC","Inter Island Air Charter","","Bahamas","2014[31]"
"1733246192-3324","https://en.wikipedia.org/wiki/List_of_airline_codes","H4","IIN","Inter Island Airways","","Cape Verde",""
"1733246192-3325","https://en.wikipedia.org/wiki/List_of_airline_codes","","CAR","Inter RCA","QUEBEC ROMEO","Central African Republic",""
"1733246192-3326","https://en.wikipedia.org/wiki/List_of_airline_codes","","NTT","Inter Tropic Airlines","INTER-TROPIC","Sierra Leone",""
"1733246192-3327","https://en.wikipedia.org/wiki/List_of_airline_codes","","TCU","Inter Tropical Aviation","TROPAIR","Suriname","Defunct 2001"
"1733246192-3328","https://en.wikipedia.org/wiki/List_of_airline_codes","","ITA","Inter-Air","CAFEX","United States",""
"1733246192-3329","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICN","Inter-Canadian","INTER-CANADIAN","Canada",""
"1733246192-3330","https://en.wikipedia.org/wiki/List_of_airline_codes","","UGL","Inter-Island Air","UGLY VAN","United States",""
"1733246192-3331","https://en.wikipedia.org/wiki/List_of_airline_codes","","IMA","Inter-Mountain Airways","INTER-MOUNTAIN","United States",""
"1733246192-3332","https://en.wikipedia.org/wiki/List_of_airline_codes","","ITS","Inter-State Aviation","INTER-STATE","United States",""
"1733246192-3333","https://en.wikipedia.org/wiki/List_of_airline_codes","D6","ILN","Interair South Africa","INLINE","South Africa",""
"1733246192-3334","https://en.wikipedia.org/wiki/List_of_airline_codes","","NTE","Interaire","INTERMEX","Mexico",""
"1733246192-3335","https://en.wikipedia.org/wiki/List_of_airline_codes","ZA","SUW","Interavia Airlines","ASTAIR","Russia",""
"1733246192-3336","https://en.wikipedia.org/wiki/List_of_airline_codes","","IVT","Interaviatrans","INTERAVIA","Ukraine",""
"1733246192-3337","https://en.wikipedia.org/wiki/List_of_airline_codes","JY","IWY","InterCaribbean Airways","ISLANDWAYS","Turks and Caicos Islands","Name changed from Interisland Airways Limited and Air Turks & Caicos"
"1733246192-3338","https://en.wikipedia.org/wiki/List_of_airline_codes","RS","ICT","Intercontinental de Aviación","CONTAVIA","Colombia",""
"1733246192-3339","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICP","Intercopters","CHOPER","Spain",""
"1733246192-3340","https://en.wikipedia.org/wiki/List_of_airline_codes","","IFT","Interflight","INTERFLIGHT","United Kingdom",""
"1733246192-3341","https://en.wikipedia.org/wiki/List_of_airline_codes","","IJT","Interflight (Learjet)","","United Kingdom",""
"1733246192-3342","https://en.wikipedia.org/wiki/List_of_airline_codes","","RFL","Interfly","INFLY","Italy",""
"1733246192-3343","https://en.wikipedia.org/wiki/List_of_airline_codes","","IFF","Interfreight Forwarding","INTERFREIGHT","Sudan",""
"1733246192-3344","https://en.wikipedia.org/wiki/List_of_airline_codes","","IGN","Interguide Air","DIVINE AIR","Nigeria",""
"1733246192-3345","https://en.wikipedia.org/wiki/List_of_airline_codes","","ISN","Interisland Airlines","TRI-BIRD","Philippines",""
"1733246192-3346","https://en.wikipedia.org/wiki/List_of_airline_codes","","IWY","Interisland Airways Limited","ISLANDWAYS","Turks and Caicos Islands","Name changed to Air Turks and Caicos"
"1733246192-3347","https://en.wikipedia.org/wiki/List_of_airline_codes","4O","AIJ","Interjet","ABC AEROLINEAS","Mexico",""
"1733246192-3348","https://en.wikipedia.org/wiki/List_of_airline_codes","","IHE","Interjet Helicopters","INTERCOPTER","Greece",""
"1733246192-3349","https://en.wikipedia.org/wiki/List_of_airline_codes","","IJW","Interjet Inc.","JET WEST","United States","2015[32]"
"1733246192-3350","https://en.wikipedia.org/wiki/List_of_airline_codes","ID","ITK","Interlink Airlines","INTERLINK","South Africa",""
"1733246192-3351","https://en.wikipedia.org/wiki/List_of_airline_codes","","IAK","International Air Cargo Corporation","AIR CARGO EGYPT","Egypt",""
"1733246192-3352","https://en.wikipedia.org/wiki/List_of_airline_codes","","EXX","International Air Corporation","EXPRESS INTERNATIONAL","United States",""
"1733246192-3353","https://en.wikipedia.org/wiki/List_of_airline_codes","N/A","NCC","T3 Aviation, Inc.","STARFLEET","United States","2020[33]"
"1733246192-3354","https://en.wikipedia.org/wiki/List_of_airline_codes","","IAX","International Air Services","INTERAIR SERVICES","Liberia",""
"1733246192-3355","https://en.wikipedia.org/wiki/List_of_airline_codes","","IBY","International Business Aircraft","CENTRAL STAGE","United States",""
"1733246192-3356","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICS","International Charter Services","INTERSERVI","Mexico",""
"1733246192-3357","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICX","International Charter Xpress","INTEX","United States","Defunct 1994"
"1733246192-3358","https://en.wikipedia.org/wiki/List_of_airline_codes","","RED","International Committee of the Red Cross","RED CROSS","Switzerland",""
"1733246192-3359","https://en.wikipedia.org/wiki/List_of_airline_codes","","IIG","International Company for Transport, Trade and Public Works","ALDAWLYH AIR","Libya",""
"1733246192-3360","https://en.wikipedia.org/wiki/List_of_airline_codes","","IFX","International Flight Training Academy","IFTA","United States",""
"1733246192-3361","https://en.wikipedia.org/wiki/List_of_airline_codes","","IJA","International Jet Aviation Services","I-JET","United States",""
"1733246192-3362","https://en.wikipedia.org/wiki/List_of_airline_codes","","HSP","International Jet Charter","HOSPITAL","United States","The Flying Hospital"
"1733246192-3363","https://en.wikipedia.org/wiki/List_of_airline_codes","","THN","International Security Assistance Force","ATHENA","Canada",""
"1733246192-3364","https://en.wikipedia.org/wiki/List_of_airline_codes","","RSQ","International SOS Windhoek","SKYMEDIC","Namibia",""
"1733246192-3365","https://en.wikipedia.org/wiki/List_of_airline_codes","","ISF","International Stabilisation Assistance Force","","United Kingdom",""
"1733246192-3366","https://en.wikipedia.org/wiki/List_of_airline_codes","","ITH","International Trans-Air","INTRANS NIGERIA","Nigeria",""
"1733246192-3367","https://en.wikipedia.org/wiki/List_of_airline_codes","","IPT","Interport Corporation","INTERPORT","United States",""
"1733246192-3368","https://en.wikipedia.org/wiki/List_of_airline_codes","","IKY","Intersky Bulgary","GENERAL SKY","Bulgaria",""
"1733246192-3369","https://en.wikipedia.org/wiki/List_of_airline_codes","3L","ISK","Intersky","INTERSKY","Austria","Defunct"
"1733246192-3370","https://en.wikipedia.org/wiki/List_of_airline_codes","I4","FWA","Interstate Airlines","FREEWAYAIR","Netherlands","Defunct"
"1733246192-3371","https://en.wikipedia.org/wiki/List_of_airline_codes","","ITU","Intervuelos","INTERLOS","Mexico",""
"1733246192-3372","https://en.wikipedia.org/wiki/List_of_airline_codes","","INV","Inversija","INVER","Latvia",""
"1733246192-3373","https://en.wikipedia.org/wiki/List_of_airline_codes","","IND","Iona National Airways","IONA","Ireland",""
"1733246192-3374","https://en.wikipedia.org/wiki/List_of_airline_codes","","IOA","Iowa Airways","IOWA AIR","United States",""
"1733246192-3375","https://en.wikipedia.org/wiki/List_of_airline_codes","IR","IRA","Iran Air","IRANAIR","Iran",""
"1733246192-3376","https://en.wikipedia.org/wiki/List_of_airline_codes","EP","IRC","Iran Aseman Airlines","ASEMAN","Iran",""
"1733246192-3377","https://en.wikipedia.org/wiki/List_of_airline_codes","B9","IRB","Iran Airtour","AIRTOUR","Iran",""
"1733246192-3378","https://en.wikipedia.org/wiki/List_of_airline_codes","","IRG","Iranian Naft Airlines","NAFT","Iran",""
"1733246192-3379","https://en.wikipedia.org/wiki/List_of_airline_codes","IA","IAW","Iraqi Airways","IRAQI","Iraq",""
"1733246192-3380","https://en.wikipedia.org/wiki/List_of_airline_codes","","BIS","Irbis Air","IRBIS","Kazakhstan",""
"1733246192-3381","https://en.wikipedia.org/wiki/List_of_airline_codes","","IRL","Irish Air Corps","IRISH","Ireland",""
"1733246192-3382","https://en.wikipedia.org/wiki/List_of_airline_codes","","RDK","Irish Air Transport","IRISH TRANS","Ireland",""
"1733246192-3383","https://en.wikipedia.org/wiki/List_of_airline_codes","","XMR","Irish Aviation Authority","AUTHORITY","Ireland",""
"1733246192-3384","https://en.wikipedia.org/wiki/List_of_airline_codes","IH","MZA","Irtysh Air","IRTYSH AIRLINES","Kazakhstan","Old IATA code: IT; old ICAO code: IRT"
"1733246192-3385","https://en.wikipedia.org/wiki/List_of_airline_codes","","KCE","Irving Oil","KACEY","Canada",""
"1733246192-3386","https://en.wikipedia.org/wiki/List_of_airline_codes","","ISI","Island Air","ISLANDMEX","Mexico",""
"1733246192-3387","https://en.wikipedia.org/wiki/List_of_airline_codes","","ILF","Island Air Charters","ISLAND FLIGHT","United States",""
"1733246192-3388","https://en.wikipedia.org/wiki/List_of_airline_codes","","XYZ","Island Air Express","RAINBIRD","United States",""
"1733246192-3389","https://en.wikipedia.org/wiki/List_of_airline_codes","","ISA","Island Airlines","","United States",""
"1733246192-3390","https://en.wikipedia.org/wiki/List_of_airline_codes","","SOY","Island Aviation","SORIANO","Philippines",""
"1733246192-3391","https://en.wikipedia.org/wiki/List_of_airline_codes","","DQA","Island Aviation Services","","Maldives",""
"1733246192-3392","https://en.wikipedia.org/wiki/List_of_airline_codes","","IOM","Island Aviation and Travel","ISLE AVIA","United Kingdom",""
"1733246192-3393","https://en.wikipedia.org/wiki/List_of_airline_codes","2S","SDY","Island Express","SANDY ISLE","United States",""
"1733246192-3394","https://en.wikipedia.org/wiki/List_of_airline_codes","","MTP","Island Helicopters","METROCOPTER","United States",""
"1733246192-3395","https://en.wikipedia.org/wiki/List_of_airline_codes","","ILC","ILAS Air","","Japan",""
"1733246192-3396","https://en.wikipedia.org/wiki/List_of_airline_codes","","IAJ","Islandair Jersey","JARLAND","United Kingdom",""
"1733246192-3397","https://en.wikipedia.org/wiki/List_of_airline_codes","CN","","Islands Nationair","","Papua New Guinea",""
"1733246192-3398","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICB","Icebird Airline","ICEBIRD","Iceland",""
"1733246192-3399","https://en.wikipedia.org/wiki/List_of_airline_codes","IF","ISW","Islas Airways","PINTADERA","Spain",""
"1733246192-3400","https://en.wikipedia.org/wiki/List_of_airline_codes","","IGS","Isle Grande Flying School","ISLA GRANDE","United States",""
"1733246192-3401","https://en.wikipedia.org/wiki/List_of_airline_codes","WC","ISV","Islena De Inversiones","","Honduras",""
"1733246192-3402","https://en.wikipedia.org/wiki/List_of_airline_codes","","IOS","Isles of Scilly Skybus","SCILLONIA","United Kingdom",""
"1733246192-3403","https://en.wikipedia.org/wiki/List_of_airline_codes","","IAI","Israel Aircraft Industries","ISRAEL AIRCRAFT","Israel",""
"1733246192-3404","https://en.wikipedia.org/wiki/List_of_airline_codes","","IAF","Israeli Air Force","","Israel",""
"1733246192-3405","https://en.wikipedia.org/wiki/List_of_airline_codes","6H","ISR","Israir","ISRAIR","Israel",""
"1733246192-3406","https://en.wikipedia.org/wiki/List_of_airline_codes","","IST","Istanbul Airlines","ISTANBUL","Turkey",""
"1733246192-3407","https://en.wikipedia.org/wiki/List_of_airline_codes","AZ","ITY","ITA Airways","ITARROW","Italy",""
"1733246192-3408","https://en.wikipedia.org/wiki/List_of_airline_codes","FS","ACL","Itali Airlines","SPADA","Italy","Former name: Transporti Aerei Italiani; former IATA Code: 9X*; former ICAO code: ACO"
